latitude,longitude,start_timestamp,end_timestamp,duration
55.782994,12.523918,2022-03-04T14:03:20.507Z,2022-03-04T14:25:38Z,1337.493
55.7855742,12.521381,2022-03-04T14:35:45.300Z,2022-03-04T23:08:49.190Z,30783.89
55.782994,12.523918,2022-03-04T23:08:49.190Z,2022-03-05T09:14:03.487Z,36314.297
55.782994,12.523918,2022-03-05T09:43:20.140Z,2022-03-05T13:32:10.371Z,13730.231
55.799931,12.4530549,2022-03-05T13:54:21.631Z,2022-03-05T23:49:40.085Z,35718.454
55.782994,12.523918,2022-03-06T00:16:02.217Z,2022-03-07T08:23:27.536Z,115645.319
55.7855742,12.521381,2022-03-07T08:28:36.858Z,2022-03-07T09:34:01.622Z,3924.764
55.782994,12.523918,2022-03-07T10:04:07.738Z,2022-03-07T13:50:58.566Z,13610.828
55.782994,12.523918,2022-03-07T14:25:51.255Z,2022-03-08T14:41:50.369Z,87359.114
55.771057,12.504943,2022-03-08T14:57:55.725Z,2022-03-08T15:24:19.829Z,1584.104
55.782994,12.523918,2022-03-08T15:36:30Z,2022-03-08T19:51:57.087Z,15327.087
55.782994,12.523918,2022-03-08T20:27:09.282Z,2022-03-09T19:32:53.662Z,83144.38
55.7855742,12.521381,2022-03-09T19:38:41.530Z,2022-03-09T21:41:46.428Z,7384.898
55.782994,12.523918,2022-03-09T21:47:18.257Z,2022-03-10T08:43:04Z,39345.743
55.7855742,12.521381,2022-03-10T08:49:51.327Z,2022-03-10T14:03:07.568Z,18796.241
55.782994,12.523918,2022-03-10T14:08:08.601Z,2022-03-10T14:58:33.985Z,3025.384
55.7855742,12.521381,2022-03-10T15:04:36.550Z,2022-03-10T16:04:14.110Z,3577.56
55.7855742,12.521381,2022-03-10T16:14:17.084Z,2022-03-10T20:47:13.338Z,16376.254
55.782994,12.523918,2022-03-10T20:52:14.356Z,2022-03-10T22:11:20.871Z,4746.515
55.782994,12.523918,2022-03-10T22:43:23.715Z,2022-03-11T06:44:04.435Z,28840.72
55.7855742,12.521381,2022-03-11T06:49:06.608Z,2022-03-11T11:00:13.646Z,15067.038
55.782994,12.523918,2022-03-11T11:07:31.479Z,2022-03-11T12:59:54.508Z,6743.029
55.7855742,12.521381,2022-03-11T13:10:05.532Z,2022-03-11T20:09:50.250Z,25184.718
55.782994,12.523918,2022-03-11T20:14:52.107Z,2022-03-12T08:48:12.298Z,45200.191
55.782994,12.523918,2022-03-12T09:16:55.198Z,2022-03-12T13:29:55.472Z,15180.274
55.799931,12.4530549,2022-03-12T13:50:05.676Z,2022-03-12T19:14:30.705Z,19465.029
55.782994,12.523918,2022-03-12T19:38:29.455Z,2022-03-13T11:45:02Z,57992.545
55.782994,12.523918,2022-03-13T12:15:15.267Z,2022-03-13T13:25:48.733Z,4233.466
55.799931,12.4530549,2022-03-13T13:47:49.580Z,2022-03-13T22:25:10.024Z,31040.444
55.782994,12.523918,2022-03-13T22:50:52.748Z,2022-03-14T08:47:18.320Z,35785.572
55.7855742,12.521381,2022-03-14T08:53:03.783Z,2022-03-14T11:02:18.968Z,7755.185
55.782994,12.523918,2022-03-14T11:12:20.983Z,2022-03-14T14:04:42.779Z,10341.796
55.782994,12.523918,2022-03-14T14:39:57.739Z,2022-03-14T16:11:07.425Z,5469.686
55.771271,12.506886,2022-03-14T16:21:58.826Z,2022-03-14T17:07:13.687Z,2714.861
55.768013,12.5046796,2022-03-14T17:11:31.385Z,2022-03-14T17:27:39.592Z,968.207
55.7714547,12.5078375,2022-03-14T17:31:41.644Z,2022-03-14T21:02:44.367Z,12662.723
55.782994,12.523918,2022-03-14T21:17:15.366Z,2022-03-15T10:47:42.853Z,48627.487
55.7855742,12.521381,2022-03-15T10:52:52.324Z,2022-03-15T11:14:14.554Z,1282.23
55.782994,12.523918,2022-03-15T11:23:49.339Z,2022-03-15T15:59:03.113Z,16513.774
55.7855742,12.521381,2022-03-15T16:04:26.271Z,2022-03-15T19:28:02.527Z,12216.256
55.782994,12.523918,2022-03-15T19:39:00.510Z,2022-03-15T20:06:57.396Z,1676.886
55.7855742,12.521381,2022-03-15T20:09:05.708Z,2022-03-15T22:46:31.560Z,9445.852
55.782994,12.523918,2022-03-15T22:55:16.341Z,2022-03-16T09:46:26.695Z,39070.354
55.782994,12.523918,2022-03-16T10:15:45.392Z,2022-03-16T16:39:26.441Z,23021.049
55.782994,12.523918,2022-03-16T17:05:05.007Z,2022-03-17T06:45:12Z,49206.993
55.7855742,12.521381,2022-03-17T06:53:15.142Z,2022-03-17T15:07:28.744Z,29653.602
